id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
9487,Shrek Super Party,xb,2002,misc,tdk mediactive,0.1,0.03,0.0,0.0,0.13,2002-08-19 00:00:00,2002,8,august,19
9488,Sonic Riders,xb,2006,racing,sega,0.1,0.03,0.0,0.0,0.13,2006-12-03 00:00:00,2006,12,december,3
9489,Shimano Xtreme Fishing,wii,2009,sports,mastiff,0.12,0.0,0.0,0.01,0.13,2009-12-12 00:00:00,2009,12,december,12
9490,The History Channel: Great Battles - Medieval,x360,2010,strategy,slitherine software,0.08,0.04,0.0,0.01,0.13,2010-10-10 00:00:00,2010,10,october,10
9491,TRON: Evolution,psp,2010,action,disney interactive studios,0.09,0.02,0.0,0.02,0.13,2010-08-01 00:00:00,2010,8,august,1
9492,Rally Fusion: Race of Champions,ps2,2002,racing,activision,0.06,0.05,0.0,0.02,0.13,2002-11-24 00:00:00,2002,11,november,24
9493,Barbie and the Three Musketeers,ds,2009,adventure,activision,0.12,0.0,0.0,0.01,0.13,2009-02-12 00:00:00,2009,2,february,12
9494,Secret Agent Clank,psp,2008,platform,sony computer entertainment,0.04,0.03,0.04,0.02,0.13,2008-06-16 00:00:00,2008,6,june,16
9495,The House of the Dead,sat,1997,shooter,sega,0.0,0.0,0.13,0.0,0.13,1997-08-06 00:00:00,1997,8,august,6
9496,DreamWorks Super Star Kartz,ds,2011,racing,activision,0.09,0.03,0.0,0.01,0.13,2011-05-29 00:00:00,2011,5,may,29
9497,RealSports Volleyball,2600,1981,sports,atari,0.12,0.01,0.0,0.0,0.13,1981-05-09 00:00:00,1981,5,may,9
9498,Heroes of the Pacific,xb,2005,simulation,codemasters,0.1,0.03,0.0,0.0,0.13,2005-04-11 00:00:00,2005,4,april,11
9499,Smart Boy's Gameroom,ds,2007,misc,505 games,0.12,0.0,0.0,0.01,0.13,2007-02-08 00:00:00,2007,2,february,8
9500,NightCaster,xb,2002,action,microsoft game studios,0.1,0.03,0.0,0.0,0.13,2002-04-03 00:00:00,2002,4,april,3
9501,RollerCoaster Tycoon,xb,2003,strategy,atari,0.1,0.03,0.0,0.0,0.13,2003-06-06 00:00:00,2003,6,june,6
9502,FIFA World Cup Germany 2006,gc,2006,sports,electronic arts,0.1,0.03,0.0,0.0,0.13,2006-10-18 00:00:00,2006,10,october,18
9503,Hitman 2: Silent Assassin,gc,2003,action,eidos interactive,0.1,0.03,0.0,0.0,0.13,2003-09-24 00:00:00,2003,9,september,24
9504,MLB 13: The Show,psv,2013,sports,sony computer entertainment,0.11,0.0,0.0,0.02,0.13,2013-06-08 00:00:00,2013,6,june,8
9505,Nicktoons: MLB,x360,2011,sports,take-two interactive,0.12,0.0,0.0,0.01,0.13,2011-03-16 00:00:00,2011,3,march,16
9506,Digimon Racing,gba,2004,racing,namco bandai games,0.09,0.03,0.0,0.0,0.13,2004-01-21 00:00:00,2004,1,january,21
9507,Ape Escape 3,ps2,2005,platform,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,2005-01-26 00:00:00,2005,1,january,26
9508,Green Lantern: Rise of the Manhunters,x360,2011,action,warner bros. interactive entertainment,0.07,0.05,0.0,0.01,0.13,2011-04-01 00:00:00,2011,4,april,1
9509,"Crouching Tiger, Hidden Dragon",ps2,2003,action,ubisoft,0.06,0.05,0.0,0.02,0.13,2003-07-20 00:00:00,2003,7,july,20
9510,Last Bronx,sat,1996,fighting,sega,0.0,0.0,0.13,0.0,0.13,1996-06-27 00:00:00,1996,6,june,27
9511,Iridion II,gba,2003,shooter,vivendi games,0.09,0.03,0.0,0.0,0.13,2003-05-15 00:00:00,2003,5,may,15
9512,Momotaro Douchuuki,sat,1997,misc,hudson soft,0.0,0.0,0.13,0.0,0.13,1997-05-21 00:00:00,1997,5,may,21
9513,Brothers: A Tale of Two Sons,ps4,2015,adventure,505 games,0.03,0.08,0.0,0.02,0.13,2015-01-14 00:00:00,2015,1,january,14
9514,Tom Clancy's Splinter Cell: Double Agent,wii,2006,action,ubisoft,0.1,0.01,0.0,0.01,0.13,2006-03-17 00:00:00,2006,3,march,17
9515,Whiplash,ps2,2003,racing,eidos interactive,0.06,0.05,0.0,0.02,0.13,2003-06-30 00:00:00,2003,6,june,30
9516,BlazBlue: Continuum Shift II,psp,2011,fighting,pqube,0.03,0.02,0.07,0.01,0.13,2011-01-23 00:00:00,2011,1,january,23
9517,Backyard Sports Football: Rookie Rush,wii,2010,sports,atari,0.12,0.0,0.0,0.01,0.13,2010-09-03 00:00:00,2010,9,september,3
9518,Warcraft III: Reign of Chaos,pc,2002,strategy,vivendi games,0.03,0.08,0.0,0.02,0.13,2002-05-14 00:00:00,2002,5,may,14
9519,Farming Simulator 2011,pc,2010,simulation,unknown,0.0,0.13,0.0,0.0,0.13,2010-03-10 00:00:00,2010,3,march,10
9520,Margot's Word Brain,wii,2008,puzzle,zoo digital publishing,0.12,0.0,0.0,0.01,0.13,2008-02-07 00:00:00,2008,2,february,7
9521,Spider-Man: Battle for New York,ds,2006,platform,activision,0.12,0.0,0.0,0.01,0.13,2006-09-06 00:00:00,2006,9,september,6
9522,Imagine: Fashion Designer,3ds,2011,simulation,ubisoft,0.1,0.02,0.0,0.01,0.13,2011-02-06 00:00:00,2011,2,february,6
9523,Pop'n Music Portable,psp,2010,misc,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2010-11-20 00:00:00,2010,11,november,20
9525,Borderlands: Double Game Add-On Pack,x360,2010,shooter,take-two interactive,0.1,0.02,0.0,0.01,0.13,2010-12-23 00:00:00,2010,12,december,23
9526,Otogi: Myth of Demons,xb,2002,action,sega,0.08,0.02,0.03,0.0,0.13,2002-01-11 00:00:00,2002,1,january,11
9527,The Price is Right 2010 Edition,ds,2009,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,2009-10-01 00:00:00,2009,10,october,1
9528,Army Men: Soldiers of Misfortune,wii,2008,shooter,zoo games,0.12,0.0,0.0,0.01,0.13,2008-10-28 00:00:00,2008,10,october,28
9529,Alter Echo,ps2,2003,shooter,thq,0.06,0.05,0.0,0.02,0.13,2003-08-17 00:00:00,2003,8,august,17
9530,Walt Disney Pictures Presents: The Wild,gba,2006,platform,disney interactive studios,0.09,0.03,0.0,0.0,0.13,2006-05-03 00:00:00,2006,5,may,3
9531,Puzzle de Harvest Moon,ds,2007,puzzle,natsume,0.12,0.0,0.0,0.01,0.13,2007-09-01 00:00:00,2007,9,september,1
9532,Reader Rabbit Kindergarten,wii,2010,misc,graffiti,0.12,0.0,0.0,0.01,0.13,2010-02-19 00:00:00,2010,2,february,19
9533,Onechanbara: Bikini Samurai Squad,x360,2006,action,d3publisher,0.11,0.01,0.0,0.01,0.13,2006-09-29 00:00:00,2006,9,september,29
9534,Metal Max 3,ds,2010,role-playing,enterbrain,0.0,0.0,0.13,0.0,0.13,2010-09-16 00:00:00,2010,9,september,16
9535,Rock Band Track Pack Volume 1,ps2,2008,misc,mtv games,0.06,0.05,0.0,0.02,0.13,2008-05-14 00:00:00,2008,5,may,14
9536,Puyo Puyo!! 20th Anniversary,3ds,2011,puzzle,sega,0.0,0.0,0.13,0.0,0.13,2011-04-14 00:00:00,2011,4,april,14
9537,Hour of Victory,x360,2007,shooter,midway games,0.1,0.01,0.0,0.01,0.13,2007-10-24 00:00:00,2007,10,october,24
9538,Namco Soccer Prime Goal,ps,1995,sports,sony computer entertainment,0.0,0.0,0.12,0.01,0.13,1995-07-11 00:00:00,1995,7,july,11
9539,NBA 08,ps2,2007,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,2007-12-28 00:00:00,2007,12,december,28
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,ps3,2016,action,square enix,0.0,0.0,0.13,0.0,0.13,2016-12-08 00:00:00,2016,12,december,8
9541,Monster Hunter Frontier Online,x360,2010,role-playing,capcom,0.0,0.0,0.13,0.0,0.13,2010-03-11 00:00:00,2010,3,march,11
9542,Green Lantern: Rise of the Manhunters,3ds,2011,action,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.13,2011-01-13 00:00:00,2011,1,january,13
9543,Shin Megami Tensei: Digital Devil Saga,ps2,2004,role-playing,ghostlight,0.06,0.05,0.0,0.02,0.13,2004-01-28 00:00:00,2004,1,january,28
9544,7 Wonders of the Ancient World,ds,2007,puzzle,funsta,0.1,0.01,0.0,0.01,0.13,2007-10-09 00:00:00,2007,10,october,9
9545,Backyard Baseball '09,ds,2008,sports,atari,0.12,0.0,0.0,0.01,0.13,2008-08-03 00:00:00,2008,8,august,3
9546,Puppies 3D,3ds,2011,misc,ubisoft,0.08,0.04,0.0,0.01,0.13,2011-11-14 00:00:00,2011,11,november,14
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,ps2,2005,misc,sega,0.0,0.0,0.13,0.0,0.13,2005-12-06 00:00:00,2005,12,december,6
9548,Mystic Ark,snes,1995,role-playing,enix corporation,0.0,0.0,0.13,0.0,0.13,1995-11-10 00:00:00,1995,11,november,10
9549,Just Cause 2,pc,2010,action,square enix,0.0,0.1,0.0,0.03,0.13,2010-05-15 00:00:00,2010,5,may,15
9550,Ty the Tasmanian Tiger 2: Bush Rescue,gba,2004,platform,electronic arts,0.09,0.03,0.0,0.0,0.13,2004-05-26 00:00:00,2004,5,may,26
9551,Venetica,ps3,2010,role-playing,dtp entertainment,0.07,0.04,0.0,0.02,0.13,2010-08-07 00:00:00,2010,8,august,7
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,xb,2004,action,konami digital entertainment,0.1,0.03,0.0,0.0,0.13,2004-04-27 00:00:00,2004,4,april,27
9553,LEGO Racers 2,ps2,2001,racing,electronic arts,0.06,0.05,0.0,0.02,0.13,2001-11-02 00:00:00,2001,11,november,2
9554,Backyard Baseball,gc,2003,sports,infogrames,0.1,0.03,0.0,0.0,0.13,2003-04-22 00:00:00,2003,4,april,22
9555,Transformers: War for Cybertron -- Decepticons,ds,2010,action,activision,0.11,0.01,0.0,0.01,0.13,2010-05-15 00:00:00,2010,5,may,15
9556,Overlord: Raising Hell,ps3,2008,action,codemasters,0.07,0.04,0.0,0.02,0.13,2008-11-11 00:00:00,2008,11,november,11
9557,Sega GT,dc,2000,racing,sega,0.0,0.0,0.13,0.0,0.13,2000-01-02 00:00:00,2000,1,january,2
9558,Fuse (Insomniac),x360,2013,shooter,electronic arts,0.08,0.04,0.0,0.01,0.13,2013-05-14 00:00:00,2013,5,may,14
9559,Cabela's Dangerous Hunts 2009,ps3,2008,sports,activision value,0.12,0.0,0.0,0.01,0.13,2008-04-11 00:00:00,2008,4,april,11
9560,Legends of Wrestling,gc,2002,fighting,acclaim entertainment,0.1,0.03,0.0,0.0,0.13,2002-02-16 00:00:00,2002,2,february,16
9561,Space Bust-A-Move,ds,2008,puzzle,square enix,0.1,0.02,0.0,0.01,0.13,2008-06-18 00:00:00,2008,6,june,18
9562,Legend of the Guardians: The Owls of Ga'Hoole,wii,2010,action,warner bros. interactive entertainment,0.11,0.01,0.0,0.01,0.13,2010-02-09 00:00:00,2010,2,february,9
9563,Gunstar Heroes,gen,1992,shooter,sega,0.0,0.0,0.13,0.0,0.13,1992-05-14 00:00:00,1992,5,may,14
9564,All-Star Baseball 2004,xb,2003,sports,acclaim entertainment,0.1,0.03,0.0,0.0,0.13,2003-03-06 00:00:00,2003,3,march,6
9565,Tamagotchi no Pichi Pichi Omisecchi,ds,2010,action,namco bandai games,0.0,0.0,0.13,0.0,0.13,2010-02-17 00:00:00,2010,2,february,17
9566,Shining Wind,ps2,2007,role-playing,sega,0.0,0.0,0.13,0.0,0.13,2007-02-13 00:00:00,2007,2,february,13
9567,Brothers in Arms: Double Time,wii,2008,shooter,ubisoft,0.11,0.0,0.0,0.01,0.13,2008-02-09 00:00:00,2008,2,february,9
9568,Portal Runner,ps2,2001,platform,3do,0.06,0.05,0.0,0.02,0.13,2001-11-06 00:00:00,2001,11,november,6
9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,gba,2004,misc,nintendo,0.09,0.03,0.0,0.0,0.13,2004-12-04 00:00:00,2004,12,december,4
9570,Pro Evolution Soccer 2016,x360,2015,sports,konami digital entertainment,0.04,0.08,0.0,0.01,0.13,2015-04-30 00:00:00,2015,4,april,30
9571,Batman: Arkham Knight,pc,2015,action,warner bros. interactive entertainment,0.08,0.03,0.0,0.01,0.13,2015-02-02 00:00:00,2015,2,february,2
9572,Warriors Orochi 2,ps2,2008,action,tecmo koei,0.06,0.05,0.0,0.02,0.13,2008-06-07 00:00:00,2008,6,june,7
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,ps2,2005,platform,ubisoft,0.06,0.05,0.0,0.02,0.13,2005-10-14 00:00:00,2005,10,october,14
9574,Need for Speed: ProStreet,ds,2007,racing,electronic arts,0.11,0.01,0.0,0.01,0.13,2007-06-17 00:00:00,2007,6,june,17
9575,Assault: Retribution,ps,1998,action,telstar,0.07,0.05,0.0,0.01,0.13,1998-03-12 00:00:00,1998,3,march,12
9576,Sengoku Basara 3 Utage,wii,2011,action,capcom,0.0,0.0,0.13,0.0,0.13,2011-09-20 00:00:00,2011,9,september,20
9577,Spartan: Total Warrior,xb,2005,action,sega,0.1,0.03,0.0,0.0,0.13,2005-05-05 00:00:00,2005,5,may,5
9578,Gravity Rush Remastered,ps4,2015,action,sony computer entertainment,0.02,0.05,0.04,0.01,0.13,2015-06-23 00:00:00,2015,6,june,23
9579,Rock Band Track Pack Volume 2,ps3,2008,misc,mtv games,0.11,0.0,0.0,0.01,0.13,2008-04-06 00:00:00,2008,4,april,6
9580,City Crisis,ps2,2001,simulation,take-two interactive,0.06,0.05,0.0,0.02,0.13,2001-02-14 00:00:00,2001,2,february,14
9581,Zapper: One Wicked Cricket!,gc,2002,platform,infogrames,0.1,0.03,0.0,0.0,0.13,2002-12-07 00:00:00,2002,12,december,7
9582,Star Wars: Clone Wars,xb,2003,shooter,lucasarts,0.1,0.03,0.0,0.0,0.13,2003-06-27 00:00:00,2003,6,june,27
9583,Assassination Classroom: Grand Siege on Kuro-sensei,3ds,2015,action,namco bandai games,0.0,0.0,0.13,0.0,0.13,2015-12-11 00:00:00,2015,12,december,11
9584,Dynasty Warriors 5 Empires,x360,2006,action,tecmo koei,0.11,0.01,0.0,0.01,0.13,2006-12-27 00:00:00,2006,12,december,27
9585,High Rollers Casino,xb,2004,misc,mud duck productions,0.1,0.03,0.0,0.0,0.13,2004-05-28 00:00:00,2004,5,may,28
9586,Advent Rising,xb,2005,action,thq,0.1,0.03,0.0,0.0,0.13,2005-12-05 00:00:00,2005,12,december,5
9587,Surf Riders,ps,1999,sports,ubisoft,0.07,0.05,0.0,0.01,0.13,1999-11-04 00:00:00,1999,11,november,4
9588,Torino 2006,ps2,2006,sports,take-two interactive,0.06,0.05,0.0,0.02,0.13,2006-09-17 00:00:00,2006,9,september,17
9589,Nobunaga no Yabou: Ranseiki,ps2,2002,strategy,tecmo koei,0.0,0.0,0.13,0.0,0.13,2002-04-24 00:00:00,2002,4,april,24
9590,Derby Stallion Advance,gba,2002,sports,enterbrain,0.0,0.0,0.12,0.0,0.13,2002-10-11 00:00:00,2002,10,october,11
9591,PBR: Out of the Chute,wii,2008,sports,crave entertainment,0.12,0.0,0.0,0.01,0.13,2008-02-19 00:00:00,2008,2,february,19
9592,Monopoly Party,gc,2002,misc,infogrames,0.1,0.03,0.0,0.0,0.13,2002-11-07 00:00:00,2002,11,november,7
9593,LEGO Batman 2: DC Super Heroes,wiiu,2013,action,warner bros. interactive entertainment,0.05,0.07,0.0,0.01,0.13,2013-06-13 00:00:00,2013,6,june,13
9594,Thor: God of Thunder,ds,2011,action,sega,0.09,0.03,0.0,0.01,0.13,2011-04-26 00:00:00,2011,4,april,26
9595,TOCA Race Driver 2: Ultimate Racing Simulator,xb,2004,racing,codemasters,0.09,0.03,0.0,0.0,0.13,2004-09-03 00:00:00,2004,9,september,3
9596,The Price is Right: Decades,wii,2011,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,2011-10-02 00:00:00,2011,10,october,2
9597,Snood,gba,2001,puzzle,"destination software, inc",0.09,0.03,0.0,0.0,0.13,2001-03-28 00:00:00,2001,3,march,28
9598,The Sky Crawlers: Innocent Aces,wii,2008,simulation,namco bandai games,0.09,0.02,0.01,0.01,0.13,2008-02-20 00:00:00,2008,2,february,20
9599,Avatar: The Last Airbender - Into the Inferno,ds,2008,adventure,thq,0.11,0.01,0.0,0.01,0.13,2008-03-30 00:00:00,2008,3,march,30
9600,Fit in Six,ps3,2011,sports,ubisoft,0.12,0.0,0.0,0.01,0.13,2011-10-23 00:00:00,2011,10,october,23
9601,Monster Jam: Urban Assault,ps2,2008,racing,activision,0.06,0.05,0.0,0.02,0.13,2008-06-05 00:00:00,2008,6,june,5
9602,Ice Age: Dawn of the Dinosaurs,x360,2009,action,activision,0.09,0.03,0.0,0.01,0.13,2009-01-09 00:00:00,2009,1,january,9
9603,DT Racer,ps2,2005,racing,xs games,0.06,0.05,0.0,0.02,0.13,2005-12-14 00:00:00,2005,12,december,14
9604,SimAnimals Africa,wii,2009,simulation,electronic arts,0.1,0.01,0.0,0.01,0.13,2009-04-25 00:00:00,2009,4,april,25
9605,Deepak Chopra's Leela,x360,2011,misc,thq,0.07,0.05,0.0,0.01,0.13,2011-05-18 00:00:00,2011,5,may,18
9606,Twister Mania,x360,2011,misc,505 games,0.1,0.01,0.0,0.01,0.13,2011-07-08 00:00:00,2011,7,july,8
9607,World Cup Golf: Professional Edition,ps,1995,sports,u.s. gold,0.07,0.05,0.0,0.01,0.13,1995-04-16 00:00:00,1995,4,april,16
9608,Black Dawn,ps,1996,simulation,virgin interactive,0.07,0.05,0.0,0.01,0.13,1996-03-15 00:00:00,1996,3,march,15
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,ps3,2013,sports,sega,0.0,0.0,0.13,0.0,0.13,2013-05-08 00:00:00,2013,5,may,8
9610,428: Fuusa Sareta Shibuya de,wii,2008,adventure,sega,0.0,0.0,0.13,0.0,0.13,2008-03-28 00:00:00,2008,3,march,28
9611,Kelly Slater's Pro Surfer,gba,2002,sports,activision,0.09,0.03,0.0,0.0,0.13,2002-04-19 00:00:00,2002,4,april,19
9612,Warriors of Might and Magic,ps,2001,adventure,3do,0.07,0.05,0.0,0.01,0.13,2001-11-24 00:00:00,2001,11,november,24
9613,Drome Racers,ps2,2002,racing,electronic arts,0.06,0.05,0.0,0.02,0.13,2002-12-30 00:00:00,2002,12,december,30
9614,X-Men: Next Dimension,gc,2002,fighting,activision,0.1,0.03,0.0,0.0,0.13,2002-09-12 00:00:00,2002,9,september,12
9615,Impossible Mission,ds,2007,platform,system 3 arcade software,0.12,0.0,0.0,0.01,0.13,2007-01-22 00:00:00,2007,1,january,22
9616,NCIS,ps3,2011,adventure,ubisoft,0.07,0.04,0.0,0.02,0.13,2011-07-08 00:00:00,2011,7,july,8
9617,Cabela's Dangerous Hunts 2011,ds,2010,sports,activision,0.12,0.0,0.0,0.01,0.13,2010-07-07 00:00:00,2010,7,july,7
9618,Garfield's Fun Fest,ds,2008,platform,zoo digital publishing,0.07,0.04,0.0,0.01,0.13,2008-08-21 00:00:00,2008,8,august,21
9619,7th Dragon 2020-II,psp,2013,role-playing,sega,0.0,0.0,0.13,0.0,0.13,2013-03-08 00:00:00,2013,3,march,8
9620,Doukyuusei 2,sat,1997,role-playing,nec interchannel,0.0,0.0,0.13,0.0,0.13,1997-12-29 00:00:00,1997,12,december,29
9621,SkullMonkeys,ps,1998,platform,dreamworks interactive,0.07,0.05,0.0,0.01,0.13,1998-01-31 00:00:00,1998,1,january,31
9622,Cloudy With a Chance of Meatballs,wii,2009,platform,ubisoft,0.11,0.0,0.0,0.01,0.13,2009-01-15 00:00:00,2009,1,january,15
9623,Burnout,xb,2002,racing,acclaim entertainment,0.09,0.03,0.0,0.0,0.13,2002-04-03 00:00:00,2002,4,april,3
9624,Zenses: Ocean,ds,2008,puzzle,game factory,0.11,0.01,0.0,0.01,0.13,2008-04-29 00:00:00,2008,4,april,29
9625,Ben 10 Galactic Racing,wii,2011,racing,d3publisher,0.08,0.03,0.0,0.01,0.13,2011-04-20 00:00:00,2011,4,april,20
9626,Teenage Mutant Ninja Turtles: Arcade Attack,ds,2009,action,ubisoft,0.12,0.0,0.0,0.01,0.13,2009-09-06 00:00:00,2009,9,september,6
9627,Baroque,ps2,2007,role-playing,rising star games,0.05,0.04,0.02,0.01,0.13,2007-02-22 00:00:00,2007,2,february,22
9628,Left Brain Right Brain 2,ds,2008,misc,majesco entertainment,0.12,0.0,0.0,0.01,0.13,2008-11-18 00:00:00,2008,11,november,18
9629,Dynasty Warriors: Gundam Reborn,psv,2013,action,namco bandai games,0.0,0.0,0.13,0.0,0.13,2013-02-02 00:00:00,2013,2,february,2
9630,Kidz Sports: Crazy Golf,wii,2008,sports,data design interactive,0.11,0.0,0.0,0.01,0.13,2008-05-26 00:00:00,2008,5,may,26
9631,Little Battlers eXperience: Wars,3ds,2013,strategy,level 5,0.0,0.0,0.13,0.0,0.13,2013-11-13 00:00:00,2013,11,november,13
9632,Victorious: Time to Shine,x360,2011,action,d3publisher,0.12,0.0,0.0,0.01,0.13,2011-03-24 00:00:00,2011,3,march,24
9633,NBA Ballers: Phenom,xb,2006,sports,midway games,0.09,0.03,0.0,0.0,0.13,2006-03-27 00:00:00,2006,3,march,27
9634,Aikatsu! 365 Idol Days,3ds,2014,adventure,namco bandai games,0.0,0.0,0.13,0.0,0.13,2014-08-31 00:00:00,2014,8,august,31
9635,Petz Puppyz & Kittenz,ds,2011,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,2011-08-26 00:00:00,2011,8,august,26
9636,Crash Tag Team Racing,xb,2005,racing,vivendi games,0.09,0.03,0.0,0.0,0.13,2005-12-01 00:00:00,2005,12,december,1
9637,Freedom Fighters,gc,2003,shooter,electronic arts,0.1,0.03,0.0,0.0,0.13,2003-10-24 00:00:00,2003,10,october,24
9638,The Stronghold Collection,pc,2009,strategy,take-two interactive,0.03,0.08,0.0,0.02,0.13,2009-03-29 00:00:00,2009,3,march,29
9639,Operation Abyss: New Tokyo Legacy,psv,2014,role-playing,nippon ichi software,0.04,0.01,0.06,0.02,0.13,2014-08-06 00:00:00,2014,8,august,6
9640,Transformer: Rise of the Dark Spark,ps3,2014,action,activision,0.04,0.05,0.01,0.02,0.13,2014-12-25 00:00:00,2014,12,december,25
9641,Mega Man X Collection,gc,2006,misc,capcom,0.1,0.03,0.0,0.0,0.13,2006-08-29 00:00:00,2006,8,august,29
9642,Detana TwinBee Yahho! Deluxe Pack,sat,1995,shooter,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,1995-07-03 00:00:00,1995,7,july,3
9643,Dragon Ball: Origins,ds,2008,action,atari,0.09,0.03,0.0,0.01,0.13,2008-03-23 00:00:00,2008,3,march,23
9644,Last Ranker,psp,2010,role-playing,capcom,0.0,0.0,0.13,0.0,0.13,2010-03-08 00:00:00,2010,3,march,8
9645,Quantum Redshift,xb,2002,racing,microsoft game studios,0.09,0.03,0.0,0.0,0.13,2002-01-24 00:00:00,2002,1,january,24
9646,Smash Court Tennis Pro Tournament 2,ps2,2004,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,2004-04-30 00:00:00,2004,4,april,30
9647,Eat Lead: The Return of Matt Hazard,x360,2009,shooter,d3publisher,0.1,0.01,0.0,0.01,0.13,2009-05-30 00:00:00,2009,5,may,30
9648,Battleborn,xone,2016,shooter,take-two interactive,0.08,0.04,0.0,0.01,0.13,2016-05-06 00:00:00,2016,5,may,6
9649,Legends of Wrestling II,xb,2002,fighting,acclaim entertainment,0.09,0.03,0.0,0.0,0.13,2002-10-12 00:00:00,2002,10,october,12
9650,Power Pro Kun Pocket 13,ds,2010,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2010-02-24 00:00:00,2010,2,february,24
9651,Armed and Dangerous,xb,2003,shooter,lucasarts,0.09,0.03,0.0,0.0,0.13,2003-11-21 00:00:00,2003,11,november,21
9652,Jurassic: The Hunted,x360,2009,shooter,activision,0.12,0.0,0.0,0.01,0.13,2009-11-18 00:00:00,2009,11,november,18
9653,Adventures to Go!,psp,2008,role-playing,zushi games,0.1,0.0,0.01,0.01,0.13,2008-11-30 00:00:00,2008,11,november,30
9654,Conduit 2,wii,2011,shooter,sega,0.07,0.04,0.0,0.01,0.13,2011-02-25 00:00:00,2011,2,february,25
9655,Supremacy MMA,ps3,2011,fighting,505 games,0.06,0.04,0.0,0.02,0.13,2011-04-12 00:00:00,2011,4,april,12
9656,World Soccer Winning Eleven 2002,ps,2002,sports,konami digital entertainment,0.0,0.0,0.12,0.01,0.13,2002-01-09 00:00:00,2002,1,january,9
9657,Geometry Wars: Galaxies,wii,2007,shooter,vivendi games,0.11,0.0,0.0,0.01,0.13,2007-10-26 00:00:00,2007,10,october,26
9658,Actua Tennis,ps,1997,sports,gremlin interactive ltd,0.07,0.05,0.0,0.01,0.13,1997-08-20 00:00:00,1997,8,august,20
9659,Horse Life,ds,2007,simulation,game life,0.09,0.02,0.0,0.01,0.13,2007-12-14 00:00:00,2007,12,december,14
9660,Monster Truck Madness,gba,2003,racing,thq,0.09,0.03,0.0,0.0,0.12,2003-10-29 00:00:00,2003,10,october,29
9661,Sonic Jam,sat,1997,platform,sega,0.0,0.0,0.12,0.0,0.12,1997-06-04 00:00:00,1997,6,june,4
9662,Puella Magi Madoka Magica Portable,psp,2012,role-playing,namco bandai games,0.0,0.0,0.12,0.0,0.12,2012-07-12 00:00:00,2012,7,july,12
9663,Ninja Reflex,wii,2008,action,electronic arts,0.11,0.01,0.0,0.01,0.12,2008-04-21 00:00:00,2008,4,april,21
9664,Peter Jacobsen's Golden Tee Golf,ps,2000,sports,infogrames,0.07,0.05,0.0,0.01,0.12,2000-12-09 00:00:00,2000,12,december,9
9665,Calling,wii,2009,adventure,konami digital entertainment,0.07,0.04,0.0,0.01,0.12,2009-04-19 00:00:00,2009,4,april,19
9666,Marvel Avengers: Battle for Earth,wiiu,2012,action,ubisoft,0.07,0.04,0.0,0.01,0.12,2012-08-14 00:00:00,2012,8,august,14
9667,Disney's Atlantis: The Lost Empire,gba,2001,platform,thq,0.09,0.03,0.0,0.0,0.12,2001-04-07 00:00:00,2001,4,april,7
9668,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,sat,1998,sports,sega,0.0,0.0,0.12,0.0,0.12,1998-02-21 00:00:00,1998,2,february,21
9670,Where the Wild Things Are,wii,2009,platform,warner bros. interactive entertainment,0.11,0.0,0.0,0.01,0.12,2009-06-27 00:00:00,2009,6,june,27
9671,High Velocity: Mountain Racing Challenge,sat,1995,racing,atlus,0.0,0.0,0.12,0.0,0.12,1995-07-23 00:00:00,1995,7,july,23
9672,NHL 2K7,ps3,2006,sports,take-two interactive,0.11,0.0,0.0,0.01,0.12,2006-12-04 00:00:00,2006,12,december,4
9673,Resident Evil,ps3,2006,action,capcom,0.0,0.0,0.12,0.0,0.12,2006-03-11 00:00:00,2006,3,march,11
